Severity,City,County,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Junction,Stop,Traffic_Signal,daytime
2,Oak Ridge,Guilford_NC,NC,43,100,4,0,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Raleigh,Wake_NC,NC,48,34,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Dayton,Montgomery_OH,OH,41,84,10,0,0,Cloudy,FALSE,FALSE,TRUE,day
2,Palo Alto,Santa Clara_CA,CA,62.6,63,10,17.3,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
3,Colorado Springs,El Paso_CO,CO,52,53,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Aiken,Aiken_SC,SC,69.8,31,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Walterboro,Colleton_SC,SC,86,62,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,Rembert,Sumter_SC,SC,75.2,94,8,3.5,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Pride,East Baton Rouge_LA,LA,66.9,70,10,8.1,0,Overcast,FALSE,FALSE,FALSE,twilight
2,White Plains,Westchester_NY,NY,39,86,7,25,0,Light Rain / Windy,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,87.1,59,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,42.8,57,10,13.8,0,Clear,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,52,86,9,9.2,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Riverside,Riverside_CA,CA,55.9,75,10,3.5,0,Clear,FALSE,FALSE,FALSE,twilight
2,Houston,Harris_TX,TX,44.6,71,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Springfield,Lane_OR,OR,40,93,10,9,0,Cloudy,FALSE,FALSE,FALSE,twilight
2,Waldport,Lincoln_OR,OR,50,100,2,30,0.02,Light Rain / Windy,FALSE,FALSE,FALSE,night
3,Carson,Los Angeles_CA,CA,50,47,10,0,0,Clear,FALSE,FALSE,FALSE,night
3,Azusa,Los Angeles_CA,CA,84.2,51,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
4,Palatka,Putnam_FL,FL,82.4,74,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Roseville,Macomb_MI,MI,62.1,78,10,11.5,0,Overcast,FALSE,FALSE,FALSE,day
4,Scottsdale,Maricopa_AZ,AZ,87.1,37,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
3,Worthington,Nobles_MN,MN,21,92,10,4.6,0,Overcast,FALSE,FALSE,FALSE,night
2,Nottingham,Chester_PA,PA,41,49,10,3.5,0,Clear,FALSE,TRUE,FALSE,twilight
2,Salt Lake City,Salt Lake_UT,UT,36,86,10,9.2,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
3,Dallas,Dallas_TX,TX,72,37,10,8.1,0,Scattered Clouds,TRUE,FALSE,FALSE,night
2,Los Angeles,Los Angeles_CA,CA,73,41,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,84,63,10,18.4,0,Overcast,FALSE,FALSE,TRUE,day
2,Los Gatos,Santa Clara_CA,CA,63,75,9,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Garden Grove,Orange_CA,CA,87.1,46,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,52,69,10,4.6,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Fort Myers,Lee_FL,FL,72,71,10,20,0,Fair,FALSE,FALSE,TRUE,day
2,Somers Point,Atlantic_NJ,NJ,73,93,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,36,89,10,10.4,0,Overcast,FALSE,FALSE,TRUE,day
2,Riverside,Riverside_CA,CA,71,59,10,3,0,Cloudy,FALSE,FALSE,FALSE,day
2,Novato,Marin_CA,CA,33.8,100,10,3.5,0,Clear,FALSE,FALSE,FALSE,twilight
3,North Hills,Los Angeles_CA,CA,73,68,10,8.1,0,Clear,FALSE,FALSE,FALSE,twilight
2,Merrick,Nassau_NY,NY,71.1,59,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Flint,Genesee_MI,MI,52,100,3,0,0,Scattered Clouds,FALSE,FALSE,FALSE,twilight
3,Atlanta,Fulton_GA,GA,71,93,2,22,0.12,T-Storm / Windy,FALSE,FALSE,FALSE,day
2,El Paso,El Paso_TX,TX,88.9,26,10,8.1,0,Overcast,FALSE,FALSE,TRUE,day
2,Oklahoma City,Oklahoma_OK,OK,75.9,79,10,15,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Orange,Orange_CA,CA,52,86,4,10,0.28,Heavy Rain,FALSE,FALSE,FALSE,night
2,Phoenix,Maricopa_AZ,AZ,46.4,76,8,3.5,0,Light Rain,FALSE,FALSE,TRUE,day
2,Portland,Multnomah_OR,OR,61,83,2.5,4.6,0,Overcast,FALSE,FALSE,FALSE,day
3,Culver City,Los Angeles_CA,CA,73.9,62,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
3,Sacramento,Sacramento_CA,CA,48,93,6,5.8,0.11,Light Rain,FALSE,FALSE,FALSE,day
2,Hattiesburg,Lamar_MS,MS,73,96,10,5.8,0,Overcast,FALSE,FALSE,TRUE,day
3,Houston,Harris_TX,TX,59,77,10,3.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,46,89,7,0,0,Fair,FALSE,FALSE,FALSE,twilight
2,Dublin,Alameda_CA,CA,83,36,10,13,0,Fair,FALSE,FALSE,FALSE,day
3,Winter Park,Orange_FL,FL,87.1,72,10,8.1,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Greer,Spartanburg_SC,SC,52,80,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,73.9,68,10,16.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Dickinson,Galveston_TX,TX,61,75,10,5.8,0,Light Rain,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,33.1,61,10,9.2,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Mead,Weld_CO,CO,72.7,35,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,57,57,10,4.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Salisbury,Essex_MA,MA,46.9,74,10,9.2,0,Clear,FALSE,FALSE,FALSE,night
2,Nashville,Davidson_TN,TN,73,84,10,8.1,0,Overcast,FALSE,FALSE,FALSE,day
3,Birmingham,Jefferson_AL,AL,75.9,74,9,0,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,South Jordan,Salt Lake_UT,UT,23.2,100,0.2,4.6,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Carson City,Carson City_NV,NV,84.2,6,10,12.7,0,Clear,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,82,52,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Raleigh,Wake_NC,NC,73,33,10,21.9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
4,Downey,Los Angeles_CA,CA,58,78,10,0,0,Cloudy,FALSE,FALSE,FALSE,night
3,Draper,Salt Lake_UT,UT,75,26,10,16,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Columbus,Franklin_OH,OH,27.7,81,10,20.7,0,Overcast,FALSE,FALSE,FALSE,day
2,Buena Park,Orange_CA,CA,53,86,10,0,0,Cloudy,FALSE,FALSE,FALSE,night
2,Diamond Bar,Los Angeles_CA,CA,51.8,67,6,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Drain,Douglas_OR,OR,33.1,96,0.5,0,0.03,Snow,FALSE,FALSE,FALSE,twilight
2,Houston,Harris_TX,TX,73.4,50,10,4.6,0,Clear,FALSE,FALSE,TRUE,day
2,Keasbey,Middlesex_NJ,NJ,34.9,90,3,11.5,0.04,Heavy Rain,FALSE,FALSE,FALSE,day
2,Porterville,Tulare_CA,CA,95,27,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
3,Saint Louis,St. Louis County_MO,MO,39.9,35,10,5.8,0,Scattered Clouds,FALSE,FALSE,TRUE,day
3,Tacoma,Pierce_WA,WA,52.5,68,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Jacksonville,Duval_FL,FL,79,79,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
2,Sterling,Loudoun_VA,VA,66.9,93,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Myrtle Beach,Horry_SC,SC,78,64,10,0,0,Fair,FALSE,FALSE,TRUE,day
2,Oklahoma City,Oklahoma_OK,OK,91.9,55,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Corona,Riverside_CA,CA,64.9,90,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
3,Memphis,Shelby_TN,TN,35.1,61,10,4.6,0,Clear,FALSE,FALSE,FALSE,twilight
2,Houston,Harris_TX,TX,69.8,23,10,0,0,Clear,FALSE,FALSE,FALSE,day
3,Payson,Utah_UT,UT,26.6,74,9,20.7,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Los Angeles,Los Angeles_CA,CA,79,48,10,0,0,Clear,FALSE,FALSE,TRUE,day
2,Houston,Harris_TX,TX,82.4,74,9,5.8,0,Overcast,FALSE,FALSE,FALSE,day
2,Virginia Beach,Virginia Beach_VA,VA,74,73,10,6,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Sacramento,Sacramento_CA,CA,55,74,10,5.8,0,Light Rain,FALSE,FALSE,FALSE,day
2,Union City,Erie_PA,PA,46.9,68,10,5.8,0,Clear,FALSE,TRUE,FALSE,twilight
2,Pittsburgh,Allegheny_PA,PA,72,87,5,8.1,0.01,Light Rain,TRUE,FALSE,FALSE,day
3,Detroit,Wayne_MI,MI,59,36,10,16.1,0,Overcast,FALSE,FALSE,FALSE,night
3,Minneapolis,Hennepin_MN,MN,31,82,10,5,0,Cloudy,FALSE,FALSE,FALSE,twilight
3,Sacramento,Sacramento_CA,CA,71.6,46,9,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Santa Clarita,Los Angeles_CA,CA,50,35,10,3,0,Fair,FALSE,FALSE,FALSE,day
2,Claremore,Rogers_OK,OK,71.6,94,10,0,0,Overcast,FALSE,TRUE,FALSE,day
2,Phoenix,Maricopa_AZ,AZ,51.8,71,10,3.5,0,Overcast,FALSE,FALSE,TRUE,day
3,Gary,Lake_IN,IN,42.8,93,4,0,0,Light Rain,FALSE,FALSE,FALSE,day
2,Austin,Williamson_TX,TX,78.1,33,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Walnut Creek,Contra Costa_CA,CA,54,75,10,4.6,0,Overcast,FALSE,FALSE,FALSE,night
2,Mission Hills,Los Angeles_CA,CA,81,34,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,Salt Lake City,Salt Lake_UT,UT,45,44,10,3,0,Mostly Cloudy,FALSE,FALSE,TRUE,twilight
2,York Haven,York_PA,PA,63,93,2.5,0,0,Overcast,FALSE,FALSE,FALSE,day
2,Fort Bliss,El Paso_TX,TX,91,20,10,6.9,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Baton Rouge,East Baton Rouge_LA,LA,86,67,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
4,Green Bay,Brown_WI,WI,37,100,2.5,3.5,0.02,Light Rain,FALSE,FALSE,FALSE,day
3,San Jose,Santa Clara_CA,CA,61,67,10,12.7,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Fairfield,Rockbridge_VA,VA,68,100,10,5.8,0,Clear,FALSE,FALSE,FALSE,night
2,Baton Rouge,East Baton Rouge_LA,LA,71.1,93,8,5.8,0,Overcast,FALSE,FALSE,FALSE,twilight
3,Alta,Placer_CA,CA,52,11,10,3.5,0,Clear,FALSE,FALSE,FALSE,night
3,Fulton,Callaway_MO,MO,45,74,10,11.5,0,Clear,FALSE,FALSE,FALSE,day
2,Montgomery,Montgomery_AL,AL,91,42,10,9,0,Fair,FALSE,FALSE,FALSE,day
2,Springfield,Lane_OR,OR,28,100,10,0,0,Mostly Cloudy,FALSE,FALSE,TRUE,twilight
3,Oakland,Alameda_CA,CA,42.1,100,8,5.8,0,Scattered Clouds,FALSE,FALSE,TRUE,night
2,Montgomery,Montgomery_AL,AL,85,67,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,86,59,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,79,62,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Sacramento,Sacramento_CA,CA,72,19,10,7,0,Fair,FALSE,FALSE,FALSE,day
3,Fair Play,Oconee_SC,SC,80,40,10,6,0,Fair,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,71.6,83,10,12.7,0,Overcast,FALSE,FALSE,TRUE,twilight
3,Fairfax,Fairfax County_VA,VA,60.1,69,10,10.4,0,Light Rain,FALSE,FALSE,FALSE,day
3,Rogue River,Jackson_OR,OR,53.1,89,4,5.8,0.07,Rain,FALSE,FALSE,FALSE,day
2,Lakewood,Jefferson_CO,CO,19.4,93,2,17.3,0,Light Snow,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,65,78,10,8,0,Fair,FALSE,FALSE,TRUE,twilight
3,Chesterfield,St. Louis County_MO,MO,48.9,46,10,9.2,0,Clear,FALSE,FALSE,FALSE,twilight
2,Atlanta,Fulton_GA,GA,32,88,10,0,0,Fair,FALSE,FALSE,FALSE,day
3,Nashville,Davidson_TN,TN,48,86,10,8.1,0,Overcast,TRUE,FALSE,FALSE,twilight
2,Norristown,Montgomery_PA,PA,74,92,10,0,0,Light Rain,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,70,10,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,82.9,82,10,0,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,San Diego,San Diego_CA,CA,82.9,14,10,0,0,Clear,FALSE,FALSE,FALSE,night
2,Salinas,Monterey_CA,CA,59,90,10,3,0,Cloudy,TRUE,FALSE,FALSE,twilight
3,Phoenix,Maricopa_AZ,AZ,73,16,10,5.8,0,Clear,FALSE,FALSE,TRUE,day
2,Galt,Sacramento_CA,CA,49,86,10,3,0,Fair,FALSE,FALSE,FALSE,twilight
2,San Antonio,Bexar_TX,TX,67,93,5,6,0,Cloudy,FALSE,FALSE,FALSE,day
2,Albany,Benton_OR,OR,66,52,10,8,0,Cloudy,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,82.4,58,9,10.4,0,Scattered Clouds,FALSE,FALSE,TRUE,day
3,Minneapolis,Hennepin_MN,MN,69.1,96,8,10.4,0.08,Light Rain,FALSE,FALSE,FALSE,night
2,Smithfield,Johnston_NC,NC,80.6,74,10,10.4,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Bradenton,Manatee_FL,FL,75,84,10,6,0,Fair,FALSE,FALSE,TRUE,night
2,Willow Beach,Mohave_AZ,AZ,59,23,10,5.8,0,Clear,FALSE,FALSE,FALSE,twilight
2,Lafayette,Lafayette_LA,LA,75,100,5,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Granada Hills,Los Angeles_CA,CA,54,55,10,24.2,0,Clear,FALSE,FALSE,FALSE,night
3,Sherman Oaks,Los Angeles_CA,CA,61,17,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Waterford,Saratoga_NY,NY,67,79,10,14,0,Cloudy,FALSE,FALSE,TRUE,day
3,Inglewood,Los Angeles_CA,CA,61,90,10,4.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Sacramento,Sacramento_CA,CA,35.1,92,1,3.5,0,Smoke,FALSE,FALSE,FALSE,night
3,Tampa,Hillsborough_FL,FL,79,94,10,0,0,Cloudy,FALSE,FALSE,FALSE,day
3,Kearny,Hudson_NJ,NJ,81,45,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Bronx,Bronx_NY,NY,91.9,34,10,17.3,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,89.1,55,10,18.4,0,Clear,FALSE,FALSE,FALSE,day
2,West Palm Beach,Palm Beach_FL,FL,82.9,77,10,9.2,0,Scattered Clouds,FALSE,FALSE,FALSE,twilight
2,Nashville,Davidson_TN,TN,39,53,10,9.2,0,Clear,FALSE,FALSE,FALSE,night
3,Providence,Providence_RI,RI,44.1,43,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Alexandria,Fairfax County_VA,VA,73.2,57,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,44.1,58,10,9.2,0,Mostly Cloudy,FALSE,FALSE,TRUE,twilight
2,Klamath Falls,Klamath_OR,OR,61,41,10,7,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Columbus,Franklin_OH,OH,57.2,72,3,12.7,0,Heavy Thunderstorms and Rain,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,82.4,39,10,5.8,0,Clear,FALSE,FALSE,TRUE,day
2,Woodside,Queens_NY,NY,86,66,10,12.7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Dallas,Dallas_TX,TX,60.1,96,2,6.9,0.21,Rain,FALSE,FALSE,FALSE,day
2,Lynn Haven,Bay_FL,FL,36,93,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Kent,King_WA,WA,47,86,9,6,0,Fair,FALSE,FALSE,FALSE,twilight
2,Denver,Denver_CO,CO,66,78,10,4.6,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Shelton,Mason_WA,WA,32,92,0.8,0,0,Overcast,FALSE,FALSE,FALSE,twilight
3,Highland Park,Wayne_MI,MI,39.9,86,10,5.8,0,Clear,FALSE,FALSE,FALSE,night
2,Chino,San Bernardino_CA,CA,57,83,10,4.6,0,Clear,FALSE,FALSE,FALSE,night
3,Los Angeles,Los Angeles_CA,CA,61,25,10,3.5,0,Clear,TRUE,FALSE,FALSE,day
2,Great Falls,Chester_SC,SC,87.8,62,8,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Nyack,Rockland_NY,NY,78,45,10,10,0,Fair,FALSE,FALSE,FALSE,day
3,La Grange,Cook_IL,IL,30,75,10,5.8,0,Overcast,FALSE,FALSE,FALSE,night
3,Salt Lake City,Salt Lake_UT,UT,84,37,10,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Nashville,Davidson_TN,TN,81,79,3,11.5,0.06,Heavy Rain,FALSE,FALSE,FALSE,twilight
3,Torrance,Los Angeles_CA,CA,62.1,21,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,53.1,45,10,0,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Omaha,Douglas_NE,NE,51.1,90,5,12.7,0.01,Light Rain,FALSE,FALSE,TRUE,day
2,Rowland Heights,Los Angeles_CA,CA,66.9,42,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,El Monte,Los Angeles_CA,CA,89.6,36,10,8.1,0,Clear,TRUE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,50,74,10,0,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Baton Rouge,East Baton Rouge_LA,LA,89.1,48,9,8.1,0,Clear,FALSE,FALSE,FALSE,day
3,Tampa,Hillsborough_FL,FL,87.8,66,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Nashville,Davidson_TN,TN,68,65,10,4.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
3,Plant City,Hillsborough_FL,FL,84.2,70,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Katonah,Westchester_NY,NY,46,96,10,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
2,San Antonio,Bexar_TX,TX,98.1,31,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Cerritos,Los Angeles_CA,CA,57,96,10,4.6,0,Overcast,FALSE,FALSE,FALSE,night
2,Salinas,Monterey_CA,CA,59,69,10,0,0,Overcast,FALSE,FALSE,FALSE,day
2,New York,New York_NY,NY,73,35,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,69.1,40,10,10.4,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,69.8,94,2.5,6.9,0,Rain,FALSE,FALSE,FALSE,day
2,Yamhill,Yamhill_OR,OR,86,24,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
3,Romulus,Wayne_MI,MI,91,38,10,13.8,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Providence,Providence_RI,RI,34,42,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Washington,District of Columbia_DC,DC,37.9,60,10,3.5,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Windsor,Aiken_SC,SC,68,94,10,11.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,75,94,9,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Lexington,Middlesex_MA,MA,28.9,85,4,6.9,0,Overcast,FALSE,FALSE,FALSE,day
3,Atlanta,Fulton_GA,GA,78.1,90,10,5.8,0.02,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Front Royal,Warren_VA,VA,81,54,10,10,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Houston,Harris_TX,TX,73.4,73,9,8.1,0,Clear,FALSE,FALSE,TRUE,day
2,Oklahoma City,Oklahoma_OK,OK,35.4,80,10,18.4,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Florence,Florence_SC,SC,34,85,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Miami,Miami-Dade_FL,FL,88,70,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Federal Way,King_WA,WA,64,65,10,4.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
3,Dallas,Dallas_TX,TX,80.1,71,10,10.4,0,Overcast,FALSE,FALSE,FALSE,night
3,Denton,Denton_TX,TX,97,47,10,6,0,Thunder,FALSE,FALSE,FALSE,day
4,Nassau,Rensselaer_NY,NY,88,48,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Montgomery,Montgomery_AL,AL,64,94,10,14,0,Cloudy,FALSE,FALSE,FALSE,day
3,Long Beach,Los Angeles_CA,CA,61,90,10,8.1,0,Overcast,FALSE,FALSE,FALSE,day
3,Atlanta,Fulton_GA,GA,68,84,10,11.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Glen Ellyn,Dupage_IL,IL,64.9,58,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Eagle,Ada_ID,ID,66,34,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,77,94,10,10.4,0.01,Overcast,FALSE,FALSE,FALSE,day
2,Jackson,Hinds_MS,MS,61,90,6,5,0,Cloudy,TRUE,FALSE,FALSE,day
2,Tullahoma,Coffee_TN,TN,46.4,93,3,6.9,0.08,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Richmond,Richmond City_VA,VA,79,84,10,0,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
2,Durham,Durham_NC,NC,86,65,10,4.6,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
2,San Jose,Santa Clara_CA,CA,66,37,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Miami,Miami-Dade_FL,FL,75.9,94,10,8.1,0,Mostly Cloudy,TRUE,FALSE,FALSE,night
3,Austell,Cobb_GA,GA,59,72,10,10.4,0,Clear,FALSE,FALSE,FALSE,twilight
2,Grand Rapids,Kent_MI,MI,39,100,10,21.9,0.06,Overcast,FALSE,FALSE,FALSE,day
4,Winter Garden,Orange_FL,FL,75.9,94,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
4,Lexington,Fayette_KY,KY,36,62,10,3.5,0,Overcast,TRUE,FALSE,FALSE,day
3,Santa Ana,Orange_CA,CA,83,47,10,12,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Worcester,Worcester_MA,MA,48.9,80,10,17.3,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Los Angeles,Los Angeles_CA,CA,55.4,100,4,4.6,0.04,Light Rain,FALSE,FALSE,FALSE,night
2,Rowland Heights,Los Angeles_CA,CA,68,18,10,3.5,0,Clear,FALSE,FALSE,TRUE,night
2,Arroyo Grande,San Luis Obispo_CA,CA,80.1,64,10,3.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Sylmar,Los Angeles_CA,CA,60.8,59,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,73,35,10,6.9,0,Clear,FALSE,FALSE,TRUE,day
2,Charlotte,Mecklenburg_NC,NC,89.6,36,10,11.5,0,Scattered Clouds,FALSE,FALSE,TRUE,day
1,Fort Myers,Lee_FL,FL,90,55,10,12.7,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Robertsdale,Baldwin_AL,AL,56,34,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,Fort Worth,Tarrant_TX,TX,46.4,53,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Fort Edward,Washington_NY,NY,35.1,92,5,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,62,75,6,0,0,Haze,TRUE,FALSE,FALSE,day
2,Riverside,Riverside_CA,CA,80.1,30,10,11.5,0,Clear,FALSE,FALSE,FALSE,day
2,Phoenix,Maricopa_AZ,AZ,83,7,10,9,0,Fair,FALSE,FALSE,TRUE,day
2,Sacramento,Sacramento_CA,CA,54,93,4,5,0,Cloudy,FALSE,FALSE,FALSE,night
2,San Jose,Santa Clara_CA,CA,69.8,56,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
3,San Francisco,San Francisco_CA,CA,55,100,1.5,4.6,0.01,Rain,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,74,24,10,15,0,Fair,FALSE,FALSE,FALSE,day
3,Spring,Harris_TX,TX,55,57,10,8.1,0,Scattered Clouds,FALSE,FALSE,FALSE,night
2,Schodack Landing,Rensselaer_NY,NY,59,83,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Elk River,Sherburne_MN,MN,-1,81,10,0,0,Cloudy,FALSE,FALSE,FALSE,twilight
2,Itasca,DuPage_IL,IL,27,81,10,8,0,Cloudy,FALSE,FALSE,FALSE,day
3,Monrovia,Los Angeles_CA,CA,74,37,10,6,0,Fair,FALSE,FALSE,FALSE,day
4,Richmond Hill,Bryan_GA,GA,64.4,94,10,10.4,0,Mostly Cloudy,TRUE,FALSE,FALSE,night
2,Camby,Morgan_IN,IN,19,88,0.5,9.2,0,Light Snow,FALSE,FALSE,FALSE,day
2,South Elgin,Kane_IL,IL,60.1,28,10,12.7,0,Clear,FALSE,FALSE,TRUE,day
3,Richmond,Richmond City_VA,VA,66.9,54,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Homosassa,Citrus_FL,FL,66.2,52,10,5.8,0,Clear,FALSE,FALSE,TRUE,day
2,New York,New York_NY,NY,48.9,44,10,0,0,Clear,FALSE,FALSE,FALSE,night
